Sr No.,Reference No  (URN),Journal Date,"Date ofPurchase",Date of Expiry,Name of the Purchaser,Prefix,Bond Number,Denominations,Issue Branch Code,Issue Teller,Status
174,1.2019E+18,12-Apr-19,12-Apr-19,26-Apr-19,MERLIN RECREATION PVT LTD,OL,1122,"1,00,000",1,5899230,Paid
175,8.13202E+20,12-Apr-19,12-Apr-19,26-Apr-19,MSPL LTD,OC,588,"1,00,00,000",813,5144485,Paid
176,7.82019E+19,12-Apr-19,12-Apr-19,26-Apr-19,MYRIAD DEVELOPERS,TL,2357,"10,00,000",78,7601204,Paid
177,7.82019E+19,12-Apr-19,12-Apr-19,26-Apr-19,MYRIAD DEVELOPERS,OL,10036,"1,00,000",78,7601204,Paid
178,7.82019E+19,12-Apr-19,12-Apr-19,26-Apr-19,MYRIAD DEVELOPERS,OL,10032,"1,00,000",78,7601204,Paid
179,7.82019E+19,12-Apr-19,12-Apr-19,26-Apr-19,MYRIAD DEVELOPERS,OL,10038,"1,00,000",78,7601204,Paid
180,7.82019E+19,12-Apr-19,12-Apr-19,26-Apr-19,MYRIAD DEVELOPERS,OL,10034,"1,00,000",78,7601204,Paid
181,7.82019E+19,12-Apr-19,12-Apr-19,26-Apr-19,MYRIAD DEVELOPERS,OL,10030,"1,00,000",78,7601204,Paid
182,3.00202E+20,12-Apr-19,12-Apr-19,26-Apr-19,OMKAR VENTURES PVT LTD,OC,7070,"1,00,00,000",300,4180496,Paid
183,3.00202E+20,12-Apr-19,12-Apr-19,26-Apr-19,OMKAR VENTURES PVT LTD,OC,7066,"1,00,00,000",300,4180496,Paid
184,3.00202E+20,12-Apr-19,12-Apr-19,26-Apr-19,OMKAR VENTURES PVT LTD,OC,7068,"1,00,00,000",300,4180496,Paid
185,3.00202E+20,12-Apr-19,12-Apr-19,26-Apr-19,OMKAR VENTURES PVT LTD,OC,7064,"1,00,00,000",300,4180496,Paid
186,1.3552E+21,12-Apr-19,12-Apr-19,26-Apr-19,PATEL HIGHWAY MANAGEMENT PVT LTD,OC,2855,"1,00,00,000",1355,5137969,Paid
187,3.00202E+20,12-Apr-19,12-Apr-19,26-Apr-19,PHL FINIVEST PVT LTD,OC,7018,"1,00,00,000",300,4180496,Paid
188,3.00202E+20,12-Apr-19,12-Apr-19,26-Apr-19,PHL FINIVEST PVT LTD,OC,7052,"1,00,00,000",300,4180496,Paid
189,3.00202E+20,12-Apr-19,12-Apr-19,26-Apr-19,PHL FINIVEST PVT LTD,OC,6678,"1,00,00,000",300,4180496,Paid
190,3.00202E+20,12-Apr-19,12-Apr-19,26-Apr-19,PHL FINIVEST PVT LTD,OC,6684,"1,00,00,000",300,4180496,Paid
191,3.00202E+20,12-Apr-19,12-Apr-19,26-Apr-19,PHL FINIVEST PVT LTD,OC,7002,"1,00,00,000",300,4180496,Paid
192,3.00202E+20,12-Apr-19,12-Apr-19,26-Apr-19,PHL FINIVEST PVT LTD,OC,7048,"1,00,00,000",300,4180496,Paid
193,3.00202E+20,12-Apr-19,12-Apr-19,26-Apr-19,PHL FINIVEST PVT LTD,OC,7020,"1,00,00,000",300,4180496,Paid
194,3.00202E+20,12-Apr-19,12-Apr-19,26-Apr-19,PHL FINIVEST PVT LTD,OC,7008,"1,00,00,000",300,4180496,Paid
195,3.00202E+20,12-Apr-19,12-Apr-19,26-Apr-19,PHL FINIVEST PVT LTD,OC,6694,"1,00,00,000",300,4180496,Paid
196,3.00202E+20,12-Apr-19,12-Apr-19,26-Apr-19,PHL FINIVEST PVT LTD,OC,7024,"1,00,00,000",300,4180496,Paid
197,3.00202E+20,12-Apr-19,12-Apr-19,26-Apr-19,PHL FINIVEST PVT LTD,OC,7006,"1,00,00,000",300,4180496,Paid
198,3.00202E+20,12-Apr-19,12-Apr-19,26-Apr-19,PHL FINIVEST PVT LTD,OC,7026,"1,00,00,000",300,4180496,Paid
199,3.00202E+20,12-Apr-19,12-Apr-19,26-Apr-19,PHL FINIVEST PVT LTD,OC,7028,"1,00,00,000",300,4180496,Paid
200,3.00202E+20,12-Apr-19,12-Apr-19,26-Apr-19,PHL FINIVEST PVT LTD,OC,6690,"1,00,00,000",300,4180496,Paid
201,3.00202E+20,12-Apr-19,12-Apr-19,26-Apr-19,PHL FINIVEST PVT LTD,OC,6700,"1,00,00,000",300,4180496,Paid
202,3.00202E+20,12-Apr-19,12-Apr-19,26-Apr-19,PHL FINIVEST PVT LTD,OC,7044,"1,00,00,000",300,4180496,Paid
203,3.00202E+20,12-Apr-19,12-Apr-19,26-Apr-19,PHL FINIVEST PVT LTD,OC,6698,"1,00,00,000",300,4180496,Paid
204,3.00202E+20,12-Apr-19,12-Apr-19,26-Apr-19,PHL FINIVEST PVT LTD,OC,7022,"1,00,00,000",300,4180496,Paid
205,3.00202E+20,12-Apr-19,12-Apr-19,26-Apr-19,PHL FINIVEST PVT LTD,OC,6674,"1,00,00,000",300,4180496,Paid
206,3.00202E+20,12-Apr-19,12-Apr-19,26-Apr-19,PHL FINIVEST PVT LTD,OC,7004,"1,00,00,000",300,4180496,Paid
207,3.00202E+20,12-Apr-19,12-Apr-19,26-Apr-19,PHL FINIVEST PVT LTD,OC,7030,"1,00,00,000",300,4180496,Paid
208,3.00202E+20,12-Apr-19,12-Apr-19,26-Apr-19,PHL FINIVEST PVT LTD,OC,6688,"1,00,00,000",300,4180496,Paid
209,3.00202E+20,12-Apr-19,12-Apr-19,26-Apr-19,PHL FINIVEST PVT LTD,OC,7046,"1,00,00,000",300,4180496,Paid
210,3.00202E+20,12-Apr-19,12-Apr-19,26-Apr-19,PHL FINIVEST PVT LTD,OC,7014,"1,00,00,000",300,4180496,Paid
211,3.00202E+20,12-Apr-19,12-Apr-19,26-Apr-19,PHL FINIVEST PVT LTD,OC,6682,"1,00,00,000",300,4180496,Paid
212,3.00202E+20,12-Apr-19,12-Apr-19,26-Apr-19,PHL FINIVEST PVT LTD,OC,7036,"1,00,00,000",300,4180496,Paid
213,3.00202E+20,12-Apr-19,12-Apr-19,26-Apr-19,PHL FINIVEST PVT LTD,OC,7050,"1,00,00,000",300,4180496,Paid
214,3.00202E+20,12-Apr-19,12-Apr-19,26-Apr-19,PHL FINIVEST PVT LTD,OC,6692,"1,00,00,000",300,4180496,Paid
215,3.00202E+20,12-Apr-19,12-Apr-19,26-Apr-19,PHL FINIVEST PVT LTD,OC,7038,"1,00,00,000",300,4180496,Paid
216,3.00202E+20,12-Apr-19,12-Apr-19,26-Apr-19,PHL FINIVEST PVT LTD,OC,7010,"1,00,00,000",300,4180496,Paid
217,3.00202E+20,12-Apr-19,12-Apr-19,26-Apr-19,PHL FINIVEST PVT LTD,OC,7012,"1,00,00,000",300,4180496,Paid
218,3.00202E+20,12-Apr-19,12-Apr-19,26-Apr-19,PHL FINIVEST PVT LTD,OC,6676,"1,00,00,000",300,4180496,Paid
219,3.00202E+20,12-Apr-19,12-Apr-19,26-Apr-19,PHL FINIVEST PVT LTD,OC,7034,"1,00,00,000",300,4180496,Paid
220,3.00202E+20,12-Apr-19,12-Apr-19,26-Apr-19,PHL FINIVEST PVT LTD,OC,6686,"1,00,00,000",300,4180496,Paid
221,3.00202E+20,12-Apr-19,12-Apr-19,26-Apr-19,PHL FINIVEST PVT LTD,OC,6680,"1,00,00,000",300,4180496,Paid
222,3.00202E+20,12-Apr-19,12-Apr-19,26-Apr-19,PHL FINIVEST PVT LTD,OC,7032,"1,00,00,000",300,4180496,Paid
223,3.00202E+20,12-Apr-19,12-Apr-19,26-Apr-19,PHL FINIVEST PVT LTD,OC,7040,"1,00,00,000",300,4180496,Paid
224,3.00202E+20,12-Apr-19,12-Apr-19,26-Apr-19,PHL FINIVEST PVT LTD,OC,7016,"1,00,00,000",300,4180496,Paid
225,3.00202E+20,12-Apr-19,12-Apr-19,26-Apr-19,PHL FINIVEST PVT LTD,OC,6696,"1,00,00,000",300,4180496,Paid
226,3.00202E+20,12-Apr-19,12-Apr-19,26-Apr-19,PHL FINIVEST PVT LTD,OC,7042,"1,00,00,000",300,4180496,Paid
227,3.00202E+20,12-Apr-19,12-Apr-19,26-Apr-19,PIRAMAL CAPITAL AND HOUSING FINANCE LTD,OC,6699,"1,00,00,000",300,4180496,Paid
228,3.00202E+20,12-Apr-19,12-Apr-19,26-Apr-19,PIRAMAL CAPITAL AND HOUSING FINANCE LTD,OC,6683,"1,00,00,000",300,4180496,Paid
229,3.00202E+20,12-Apr-19,12-Apr-19,26-Apr-19,PIRAMAL CAPITAL AND HOUSING FINANCE LTD,OC,6687,"1,00,00,000",300,4180496,Paid
230,3.00202E+20,12-Apr-19,12-Apr-19,26-Apr-19,PIRAMAL CAPITAL AND HOUSING FINANCE LTD,OC,6695,"1,00,00,000",300,4180496,Paid
231,3.00202E+20,12-Apr-19,12-Apr-19,26-Apr-19,PIRAMAL CAPITAL AND HOUSING FINANCE LTD,OC,7001,"1,00,00,000",300,4180496,Paid
232,3.00202E+20,12-Apr-19,12-Apr-19,26-Apr-19,PIRAMAL CAPITAL AND HOUSING FINANCE LTD,OC,6697,"1,00,00,000",300,4180496,Paid
233,3.00202E+20,12-Apr-19,12-Apr-19,26-Apr-19,PIRAMAL CAPITAL AND HOUSING FINANCE LTD,OC,6691,"1,00,00,000",300,4180496,Paid
234,3.00202E+20,12-Apr-19,12-Apr-19,26-Apr-19,PIRAMAL CAPITAL AND HOUSING FINANCE LTD,OC,6693,"1,00,00,000",300,4180496,Paid
235,3.00202E+20,12-Apr-19,12-Apr-19,26-Apr-19,PIRAMAL CAPITAL AND HOUSING FINANCE LTD,OC,6685,"1,00,00,000",300,4180496,Paid
236,3.00202E+20,12-Apr-19,12-Apr-19,26-Apr-19,PIRAMAL CAPITAL AND HOUSING FINANCE LTD,OC,6689,"1,00,00,000",300,4180496,Paid
237,3.00202E+20,12-Apr-19,12-Apr-19,26-Apr-19,PIRAMAL ENTERPRISES LTD,OC,7007,"1,00,00,000",300,4180496,Paid
238,3.00202E+20,12-Apr-19,12-Apr-19,26-Apr-19,PIRAMAL ENTERPRISES LTD,OC,7005,"1,00,00,000",300,4180496,Paid
239,3.00202E+20,12-Apr-19,12-Apr-19,26-Apr-19,PIRAMAL ENTERPRISES LTD,OC,7015,"1,00,00,000",300,4180496,Paid
240,3.00202E+20,12-Apr-19,12-Apr-19,26-Apr-19,PIRAMAL ENTERPRISES LTD,OC,7013,"1,00,00,000",300,4180496,Paid
241,3.00202E+20,12-Apr-19,12-Apr-19,26-Apr-19,PIRAMAL ENTERPRISES LTD,OC,7019,"1,00,00,000",300,4180496,Paid
242,3.00202E+20,12-Apr-19,12-Apr-19,26-Apr-19,PIRAMAL ENTERPRISES LTD,OC,7011,"1,00,00,000",300,4180496,Paid
243,3.00202E+20,12-Apr-19,12-Apr-19,26-Apr-19,PIRAMAL ENTERPRISES LTD,OC,7021,"1,00,00,000",300,4180496,Paid
244,3.00202E+20,12-Apr-19,12-Apr-19,26-Apr-19,PIRAMAL ENTERPRISES LTD,OC,7003,"1,00,00,000",300,4180496,Paid
245,3.00202E+20,12-Apr-19,12-Apr-19,26-Apr-19,PIRAMAL ENTERPRISES LTD,OC,7009,"1,00,00,000",300,4180496,Paid
246,3.00202E+20,12-Apr-19,12-Apr-19,26-Apr-19,PIRAMAL ENTERPRISES LTD,OC,7017,"1,00,00,000",300,4180496,Paid
247,8.47202E+20,12-Apr-19,12-Apr-19,26-Apr-19,PONUGOTI HEMENDAR RAO,OL,23643,"1,00,000",847,8424020,Paid
248,8.47202E+20,12-Apr-19,12-Apr-19,26-Apr-19,PONUGOTI HEMENDAR RAO,OL,23641,"1,00,000",847,8424020,Paid
249,8.47202E+20,12-Apr-19,12-Apr-19,26-Apr-19,PONUGOTI HEMENDAR RAO,OL,23645,"1,00,000",847,8424020,Paid
250,3.00202E+20,12-Apr-19,12-Apr-19,26-Apr-19,RENUKA INVESTMENTS AND FINANCE LTD,OC,7065,"1,00,00,000",300,4180496,Paid
251,3.00202E+20,12-Apr-19,12-Apr-19,26-Apr-19,RENUKA INVESTMENTS AND FINANCE LTD,OC,7067,"1,00,00,000",300,4180496,Paid
252,3.00202E+20,12-Apr-19,12-Apr-19,26-Apr-19,RENUKA INVESTMENTS AND FINANCE LTD,OC,7063,"1,00,00,000",300,4180496,Paid
253,3.00202E+20,12-Apr-19,12-Apr-19,26-Apr-19,RENUKA INVESTMENTS AND FINANCE LTD,OC,7069,"1,00,00,000",300,4180496,Paid
254,3.00202E+20,12-Apr-19,12-Apr-19,26-Apr-19,RENUKA INVESTMENTS AND FINANCE LTD,OC,7071,"1,00,00,000",300,4180496,Paid
255,3.00202E+20,12-Apr-19,12-Apr-19,26-Apr-19,RENUKESHWAR INVESTMENTS PVT LTD,OC,7058,"1,00,00,000",300,4180496,Paid
256,3.00202E+20,12-Apr-19,12-Apr-19,26-Apr-19,RENUKESHWAR INVESTMENTS PVT LTD,OC,7056,"1,00,00,000",300,4180496,Paid
257,3.00202E+20,12-Apr-19,12-Apr-19,26-Apr-19,RENUKESHWAR INVESTMENTS PVT LTD,OC,7054,"1,00,00,000",300,4180496,Paid
258,3.00202E+20,12-Apr-19,12-Apr-19,26-Apr-19,RENUKESHWAR INVESTMENTS PVT LTD,OC,7062,"1,00,00,000",300,4180496,Paid
259,3.00202E+20,12-Apr-19,12-Apr-19,26-Apr-19,RENUKESHWAR INVESTMENTS PVT LTD,OC,7060,"1,00,00,000",300,4180496,Paid
260,7.82019E+19,12-Apr-19,12-Apr-19,26-Apr-19,SHIVAM TRANSCON PRIVATE LIMITED,TL,2351,"10,00,000",78,7601204,Paid
261,7.82019E+19,12-Apr-19,12-Apr-19,26-Apr-19,SHIVAM TRANSCON PRIVATE LIMITED,TL,2353,"10,00,000",78,7601204,Paid
262,7.82019E+19,12-Apr-19,12-Apr-19,26-Apr-19,SHIVAM TRANSCON PRIVATE LIMITED,TL,2355,"10,00,000",78,7601204,Paid
263,7.82019E+19,12-Apr-19,12-Apr-19,26-Apr-19,SHIVAM TRANSCON PRIVATE LIMITED,TL,2349,"10,00,000",78,7601204,Paid
264,7.82019E+19,12-Apr-19,12-Apr-19,26-Apr-19,SHIVAM TRANSCON PRIVATE LIMITED,TL,2346,"10,00,000",78,7601204,Paid
265,7.82019E+19,12-Apr-19,12-Apr-19,26-Apr-19,SKYWORLD DEVELOPERS LLP,TL,2359,"10,00,000",78,7601204,Paid
266,7.82019E+19,12-Apr-19,12-Apr-19,26-Apr-19,SKYWORLD DEVELOPERS LLP,OL,10046,"1,00,000",78,7601204,Paid
267,7.82019E+19,12-Apr-19,12-Apr-19,26-Apr-19,SKYWORLD DEVELOPERS LLP,OL,10040,"1,00,000",78,7601204,Paid
268,7.82019E+19,12-Apr-19,12-Apr-19,26-Apr-19,SKYWORLD DEVELOPERS LLP,OL,10042,"1,00,000",78,7601204,Paid
269,7.82019E+19,12-Apr-19,12-Apr-19,26-Apr-19,SKYWORLD DEVELOPERS LLP,OL,10044,"1,00,000",78,7601204,Paid
270,7.82019E+19,12-Apr-19,12-Apr-19,26-Apr-19,SKYWORLD DEVELOPERS LLP,OL,10048,"1,00,000",78,7601204,Paid
271,8.13202E+20,12-Apr-19,12-Apr-19,26-Apr-19,TEXPORT CREATION,TL,9445,"10,00,000",813,3122247,Paid
272,8.13202E+20,12-Apr-19,12-Apr-19,26-Apr-19,TEXPORT CREATION,TL,9439,"10,00,000",813,3122247,Paid
273,8.13202E+20,12-Apr-19,12-Apr-19,26-Apr-19,TEXPORT CREATION,TL,9444,"10,00,000",813,3122247,Paid
274,8.13202E+20,12-Apr-19,12-Apr-19,26-Apr-19,TEXPORT CREATION,TL,9446,"10,00,000",813,3122247,Paid
275,8.13202E+20,12-Apr-19,12-Apr-19,26-Apr-19,TEXPORT CREATION,TL,9443,"10,00,000",813,3122247,Paid
276,8.13202E+20,12-Apr-19,12-Apr-19,26-Apr-19,TEXPORT CREATION,TL,9438,"10,00,000",813,3122247,Paid
277,8.13202E+20,12-Apr-19,12-Apr-19,26-Apr-19,TEXPORT CREATION,TL,9441,"10,00,000",813,3122247,Paid
278,8.13202E+20,12-Apr-19,12-Apr-19,26-Apr-19,TEXPORT CREATION,TL,9442,"10,00,000",813,3122247,Paid
279,8.13202E+20,12-Apr-19,12-Apr-19,26-Apr-19,TEXPORT CREATION,TL,9440,"10,00,000",813,3122247,Paid
280,6.91202E+20,15-Apr-19,15-Apr-19,29-Apr-19,ALOK NARAYAN PANDEY,OC,5268,"1,00,00,000",691,3300196,Paid
281,6.91202E+20,15-Apr-19,15-Apr-19,29-Apr-19,ALOK NARAYAN PANDEY,OC,5266,"1,00,00,000",691,3300196,Paid
282,6.91202E+20,15-Apr-19,15-Apr-19,29-Apr-19,ALOK NARAYAN PANDEY,OC,5267,"1,00,00,000",691,3300196,Paid
283,6.91202E+20,15-Apr-19,15-Apr-19,29-Apr-19,ALOK NARAYAN PANDEY,TL,10931,"10,00,000",691,3300196,Paid
284,6.91202E+20,15-Apr-19,15-Apr-19,29-Apr-19,ALOK NARAYAN PANDEY,TL,10932,"10,00,000",691,3300196,Paid
285,6.91202E+20,15-Apr-19,15-Apr-19,29-Apr-19,ALOK NARAYAN PANDEY,TL,10930,"10,00,000",691,3300196,Paid
286,6.91202E+20,15-Apr-19,15-Apr-19,29-Apr-19,ALOK NARAYAN PANDEY,TL,10929,"10,00,000",691,3300196,Paid
287,6.91202E+20,15-Apr-19,15-Apr-19,29-Apr-19,BELLWEY INTERNATIONAL CO,TL,10933,"10,00,000",691,3300196,Paid
288,6.91202E+20,15-Apr-19,15-Apr-19,29-Apr-19,BELLWEY INTERNATIONAL CO,TL,10936,"10,00,000",691,3300196,Paid
289,6.91202E+20,15-Apr-19,15-Apr-19,29-Apr-19,BELLWEY INTERNATIONAL CO,TL,10935,"10,00,000",691,3300196,Paid
290,6.91202E+20,15-Apr-19,15-Apr-19,29-Apr-19,BELLWEY INTERNATIONAL CO,TL,10937,"10,00,000",691,3300196,Paid
291,6.91202E+20,15-Apr-19,15-Apr-19,29-Apr-19,BELLWEY INTERNATIONAL CO,TL,10934,"10,00,000",691,3300196,Paid
292,4.61202E+20,15-Apr-19,15-Apr-19,29-Apr-19,CHHATTISGARH DISTILLERIES LIMITED,OC,1357,"1,00,00,000",461,5578876,Paid
293,5.09202E+20,15-Apr-19,15-Apr-19,29-Apr-19,DEMPO INDUSTRIES PVT LTD,OL,13883,"1,00,000",509,7315678,Paid
294,5.09202E+20,15-Apr-19,15-Apr-19,29-Apr-19,DEMPO INDUSTRIES PVT LTD,OL,13881,"1,00,000",509,7315678,Paid
295,5.09202E+20,15-Apr-19,15-Apr-19,29-Apr-19,DEMPO INDUSTRIES PVT LTD,OL,13889,"1,00,000",509,7315678,Paid
296,5.09202E+20,15-Apr-19,15-Apr-19,29-Apr-19,DEMPO INDUSTRIES PVT LTD,OL,13887,"1,00,000",509,7315678,Paid
297,5.09202E+20,15-Apr-19,15-Apr-19,29-Apr-19,DEMPO INDUSTRIES PVT LTD,OL,13885,"1,00,000",509,7315678,Paid
298,1.3552E+21,15-Apr-19,15-Apr-19,29-Apr-19,GUJARAT FLUORO CHEMICALS LIMITED,OC,2864,"1,00,00,000",1355,5137969,Paid
299,1.3552E+21,15-Apr-19,15-Apr-19,29-Apr-19,GUJARAT FLUORO CHEMICALS LIMITED,OC,2872,"1,00,00,000",1355,5137969,Paid
300,1.3552E+21,15-Apr-19,15-Apr-19,29-Apr-19,GUJARAT FLUORO CHEMICALS LIMITED,OC,2860,"1,00,00,000",1355,5137969,Paid
301,1.3552E+21,15-Apr-19,15-Apr-19,29-Apr-19,GUJARAT FLUORO CHEMICALS LIMITED,OC,2862,"1,00,00,000",1355,5137969,Paid
302,1.3552E+21,15-Apr-19,15-Apr-19,29-Apr-19,GUJARAT FLUORO CHEMICALS LIMITED,OC,2866,"1,00,00,000",1355,5137969,Paid
303,1.3552E+21,15-Apr-19,15-Apr-19,29-Apr-19,GUJARAT FLUORO CHEMICALS LIMITED,OC,2868,"1,00,00,000",1355,5137969,Paid
304,1.3552E+21,15-Apr-19,15-Apr-19,29-Apr-19,GUJARAT FLUORO CHEMICALS LIMITED,OC,2858,"1,00,00,000",1355,5137969,Paid
305,1.3552E+21,15-Apr-19,15-Apr-19,29-Apr-19,GUJARAT FLUORO CHEMICALS LIMITED,OC,2870,"1,00,00,000",1355,5137969,Paid
306,1.3552E+21,15-Apr-19,15-Apr-19,29-Apr-19,GUJARAT FLUORO CHEMICALS LIMITED,OC,2874,"1,00,00,000",1355,5137969,Paid
307,1.3552E+21,15-Apr-19,15-Apr-19,29-Apr-19,GUJARAT FLUORO CHEMICALS LIMITED,OC,2856,"1,00,00,000",1355,5137969,Paid
308,8.47202E+20,15-Apr-19,15-Apr-19,29-Apr-19,KOTESWAR RAO GULLAPALLY,OL,23675,"1,00,000",847,8424020,Paid
309,8.47202E+20,15-Apr-19,15-Apr-19,29-Apr-19,KOTESWAR RAO GULLAPALLY,OL,23668,"1,00,000",847,8424020,Paid
310,8.47202E+20,15-Apr-19,15-Apr-19,29-Apr-19,KOTESWAR RAO GULLAPALLY,OL,23670,"1,00,000",847,8424020,Paid
311,8.47202E+20,15-Apr-19,15-Apr-19,29-Apr-19,KOTESWAR RAO GULLAPALLY,OL,23677,"1,00,000",847,8424020,Paid
312,8.47202E+20,15-Apr-19,15-Apr-19,29-Apr-19,KOTESWAR RAO GULLAPALLY,OL,23672,"1,00,000",847,8424020,Paid
313,8.47202E+20,15-Apr-19,15-Apr-19,29-Apr-19,MANDADI RAMULU,OL,23651,"1,00,000",847,8424020,Paid
314,8.47202E+20,15-Apr-19,15-Apr-19,29-Apr-19,MANDADI RAMULU,OL,23653,"1,00,000",847,8424020,Paid
315,8.47202E+20,15-Apr-19,15-Apr-19,29-Apr-19,MANDADI RAMULU,OL,23655,"1,00,000",847,8424020,Paid
316,8.47202E+20,15-Apr-19,15-Apr-19,29-Apr-19,MANDADI RAMULU,OL,23657,"1,00,000",847,8424020,Paid
317,6.91202E+20,15-Apr-19,15-Apr-19,29-Apr-19,MOHINDER                                 KUMAR JAIN,TL,10908,"10,00,000",691,3300196,Paid
318,6.91202E+20,15-Apr-19,15-Apr-19,29-Apr-19,MOHINDER                                 KUMAR JAIN,TL,10909,"10,00,000",691,3300196,Paid
319,6.91202E+20,15-Apr-19,15-Apr-19,29-Apr-19,MOHINDER                                 KUMAR JAIN,OL,3145,"1,00,000",691,3300196,Paid
320,6.91202E+20,15-Apr-19,15-Apr-19,29-Apr-19,MOHINDER                                 KUMAR JAIN,OL,3143,"1,00,000",691,3300196,Paid
321,6.91202E+20,15-Apr-19,15-Apr-19,29-Apr-19,MOHINDER                                 KUMAR JAIN,OL,3144,"1,00,000",691,3300196,Paid
322,6.91202E+20,15-Apr-19,15-Apr-19,29-Apr-19,MOHINDER                                 KUMAR JAIN,OL,3142,"1,00,000",691,3300196,Paid
323,6.91202E+20,15-Apr-19,15-Apr-19,29-Apr-19,MOHINDER                                 KUMAR JAIN,OL,3141,"1,00,000",691,3300196,Paid
324,6.91202E+20,15-Apr-19,15-Apr-19,29-Apr-19,MR RAJ DEEPAK VARSHNEY,OL,3146,"1,00,000",691,3300196,Paid
325,6.91202E+20,15-Apr-19,15-Apr-19,29-Apr-19,MR RAJ DEEPAK VARSHNEY,OL,3130,"1,00,000",691,3300196,Paid
326,6.91202E+20,15-Apr-19,15-Apr-19,29-Apr-19,MR RAJ DEEPAK VARSHNEY,OL,3129,"1,00,000",691,3300196,Paid
327,6.91202E+20,15-Apr-19,15-Apr-19,29-Apr-19,MR RAJ DEEPAK VARSHNEY,OL,3128,"1,00,000",691,3300196,Paid
328,6.91202E+20,15-Apr-19,15-Apr-19,29-Apr-19,MR RAJ DEEPAK VARSHNEY,OL,3127,"1,00,000",691,3300196,Paid
329,6.91202E+20,15-Apr-19,15-Apr-19,29-Apr-19,MS PEARL GLOBAL INDUSTRIES LTD FORM,TL,10926,"10,00,000",691,3300196,Paid
330,6.91202E+20,15-Apr-19,15-Apr-19,29-Apr-19,MS PEARL GLOBAL INDUSTRIES LTD FORM,TL,10925,"10,00,000",691,3300196,Paid
331,6.91202E+20,15-Apr-19,15-Apr-19,29-Apr-19,MS PEARL GLOBAL INDUSTRIES LTD FORM,TL,10928,"10,00,000",691,3300196,Paid
332,6.91202E+20,15-Apr-19,15-Apr-19,29-Apr-19,MS PEARL GLOBAL INDUSTRIES LTD FORM,TL,10922,"10,00,000",691,3300196,Paid
333,6.91202E+20,15-Apr-19,15-Apr-19,29-Apr-19,MS PEARL GLOBAL INDUSTRIES LTD FORM,TL,10905,"10,00,000",691,3300196,Paid
334,6.91202E+20,15-Apr-19,15-Apr-19,29-Apr-19,MS PEARL GLOBAL INDUSTRIES LTD FORM,TL,10924,"10,00,000",691,3300196,Paid
335,6.91202E+20,15-Apr-19,15-Apr-19,29-Apr-19,MS PEARL GLOBAL INDUSTRIES LTD FORM,TL,10907,"10,00,000",691,3300196,Paid
336,6.91202E+20,15-Apr-19,15-Apr-19,29-Apr-19,MS PEARL GLOBAL INDUSTRIES LTD FORM,TL,10927,"10,00,000",691,3300196,Paid
337,6.91202E+20,15-Apr-19,15-Apr-19,29-Apr-19,MS PEARL GLOBAL INDUSTRIES LTD FORM,TL,10906,"10,00,000",691,3300196,Paid
338,6.91202E+20,15-Apr-19,15-Apr-19,29-Apr-19,MS PEARL GLOBAL INDUSTRIES LTD FORM,TL,10923,"10,00,000",691,3300196,Paid
339,8.47202E+20,15-Apr-19,15-Apr-19,29-Apr-19,OCEAN SPARKLE LTD,TL,7537,"10,00,000",847,8424020,Paid
340,8.47202E+20,15-Apr-19,15-Apr-19,29-Apr-19,PAPPI REDDY                              KISHORE KUMAR REDDY,OL,23687,"1,00,000",847,8424020,Paid
341,8.47202E+20,15-Apr-19,15-Apr-19,29-Apr-19,PAPPI REDDY                              KISHORE KUMAR REDDY,OL,23689,"1,00,000",847,8424020,Paid
342,8.47202E+20,15-Apr-19,15-Apr-19,29-Apr-19,PAPPI REDDY                              KISHORE KUMAR REDDY,OL,23683,"1,00,000",847,8424020,Paid
343,8.47202E+20,15-Apr-19,15-Apr-19,29-Apr-19,PAPPI REDDY                              KISHORE KUMAR REDDY,OL,23688,"1,00,000",847,8424020,Paid
344,8.47202E+20,15-Apr-19,15-Apr-19,29-Apr-19,PAPPI REDDY                              KISHORE KUMAR REDDY,OL,23685,"1,00,000",847,8424020,Paid
345,8.47202E+20,15-Apr-19,15-Apr-19,29-Apr-19,PEDDIREDDY RAMANJANEYA REDDY,OL,23664,"1,00,000",847,8424020,Paid
346,8.47202E+20,15-Apr-19,15-Apr-19,29-Apr-19,PEDDIREDDY RAMANJANEYA REDDY,OL,23667,"1,00,000",847,8424020,Paid
347,8.47202E+20,15-Apr-19,15-Apr-19,29-Apr-19,PEDDIREDDY RAMANJANEYA REDDY,OL,23671,"1,00,000",847,8424020,Paid
348,8.47202E+20,15-Apr-19,15-Apr-19,29-Apr-19,PEDDIREDDY RAMANJANEYA REDDY,OL,23669,"1,00,000",847,8424020,Paid
349,8.47202E+20,15-Apr-19,15-Apr-19,29-Apr-19,PEDDIREDDY RAMANJANEYA REDDY,OL,23673,"1,00,000",847,8424020,Paid
350,3.00202E+20,15-Apr-19,15-Apr-19,29-Apr-19,PREMCHAND GODHA,OL,2187,"1,00,000",300,4180496,Paid
351,3.00202E+20,15-Apr-19,15-Apr-19,29-Apr-19,PREMCHAND GODHA,OL,2189,"1,00,000",300,4180496,Paid
352,3.00202E+20,15-Apr-19,15-Apr-19,29-Apr-19,PREMCHAND GODHA,OL,2151,"1,00,000",300,4180496,Paid
